Ball,Score,Bowler,Bowler ID,Batsman,Batsman ID,Dismissal_type
8.5,0,Nahid Rana,33565,Stephen Eskinazi,9218,
8.4,0,Nahid Rana,33565,Stephen Eskinazi,9218,
8.3,0,Nahid Rana,33565,Stephen Eskinazi,9218,
8.2,1,Nahid Rana,33565,Lit,ID_Not_Available,
8.2,1wd,Nahid Rana,33565,Lit,ID_Not_Available,
8.1,0,Nahid Rana,33565,Lit,ID_Not_Available,
7.6,0,Mahedi Hasan,2950,Stephen Eskinazi,9218,
7.5,W,Mahedi Hasan,2950,Habibur Rahman Sohan,36840,Caught out
7.4,6,Mahedi Hasan,2950,Habibur Rahman Sohan,36840,
7.3,W,Mahedi Hasan,2950,Tanzid Hasan,2936,Caught out
7.2,0,Mahedi Hasan,2950,Tanzid Hasan,2936,
7.2,1wd,Mahedi Hasan,2950,Tanzid Hasan,2936,
7.1,1,Mahedi Hasan,2950,Lit,ID_Not_Available,
6.6,1lb,Nahid Rana,33565,Lit,ID_Not_Available,
6.5,1,Nahid Rana,33565,Tanzid Hasan,2936,
6.4,2,Nahid Rana,33565,Tanzid Hasan,2936,
6.3,0,Nahid Rana,33565,Tanzid Hasan,2936,
6.2,0,Nahid Rana,33565,Tanzid Hasan,2936,
6.1,1,Nahid Rana,33565,Lit,ID_Not_Available,
5.6,6,Mohammad Saifuddin,2947,Tanzid Hasan,2936,
5.5,4,Mohammad Saifuddin,2947,Tanzid Hasan,2936,
5.4,1,Mohammad Saifuddin,2947,Lit,ID_Not_Available,
5.3,1,Mohammad Saifuddin,2947,Tanzid Hasan,2936,
